지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr)
257,양산시,2018-04,14.7,28.8,.6,137.6,217.3
257,양산시,2018-05,18.8,30.2,7.3,126,183.3
257,양산시,2018-06,22.6,36.5,13.5,189,175
257,양산시,2018-07,27.9,38.6,17.5,177.6,224.4
257,양산시,2018-08,28.3,39.1,18.5,249.3,183.5
257,양산시,2018-09,22.1,31.6,10.5,173.1,110.5
257,양산시,2018-10,15.5,27.6,4.6,219.7,215.1
257,양산시,2018-11,10.2,22.7,-1.8,59,188.8
257,양산시,2018-12,4.4,19.3,-6.9,26,171.7
257,양산시,2019-01,3.4,13.9,-6,12.6,217.2
257,양산시,2019-02,5.9,17.7,-3.1,39.1,191.8
257,양산시,2019-03,10.1,23.3,.1,84,223.8
257,양산시,2019-04,13.4,25.9,1.4,73.7,171.5
257,양산시,2019-05,19.7,33.2,7.5,97.5,252
257,양산시,2019-06,22,32.7,13.3,253.1,190.1
257,양산시,2019-07,25.5,33.9,19.8,396.8,140.3
257,양산시,2019-08,27.4,36.9,18.2,152.3,186.3
257,양산시,2019-09,23.5,34.2,11.7,191.8,124.9
257,양산시,2019-10,17.8,29.4,4.8,175.9,195.7
257,양산시,2019-11,11.3,24.6,-1.3,31.7,183.8
257,양산시,2019-12,5.2,18,-3.4,27.6,187.3
257,양산시,2020-01,5.6,19.3,-3.1,103.7,158.7
257,양산시,2020-02,6.1,19.6,-6.3,70,195.9
257,양산시,2020-03,10,21.4,-2,47,217
257,양산시,2020-04,12.5,25.4,1.6,59.5,223
257,양산시,2020-05,18.8,29.8,10.3,67.3,175.8
257,양산시,2020-06,23.7,33.8,14.9,217.6,191.4
257,양산시,2020-07,23.2,32.7,17.1,495.7,76.5
257,양산시,2020-08,27.9,37.8,23.3,270.4,178.4
257,양산시,2020-09,21.8,31,12.1,452,135.8
257,양산시,2020-10,16.3,28.1,5.7,27.5,201.3
257,양산시,2020-11,11.2,24.5,-.1,74.8,172.8
257,양산시,2020-12,3.1,13.8,-8.2,7,205.2
257,양산시,2021-01,2.3,16.9,-10.9,18.3,189.2
257,양산시,2021-02,6.3,21.4,-6.4,44.8,185.1
257,양산시,2021-03,11.2,23,-1.6,161.7,201.6
257,양산시,2021-04,14.8,28.8,3.2,91.2,217.1
257,양산시,2021-05,18.2,30.6,7.2,121.4,182.3
257,양산시,2021-06,22.8,32.8,14.6,109.1,166.5
257,양산시,2021-07,27.1,34.9,20.9,450.1,170.7
257,양산시,2021-08,26.6,37.8,20.8,453.4,137.9
257,양산시,2021-09,23.1,31.3,16.1,171.1,93.1
258,보성군,2014-01,2.3,16.1,-8.9,7.1,209.2
258,보성군,2014-02,4.4,19.1,-5.9,18.5,155
258,보성군,2014-03,8.6,22.4,-5.8,106.1,211.5
258,보성군,2014-04,13.9,25.5,3,81.5,200.2
258,보성군,2014-05,18.2,32.2,3.5,158.6,284.8
258,보성군,2014-06,22.4,30.3,16.8,107.4,149.2
258,보성군,2014-07,24.9,34.1,19.1,214.5,131.3
258,보성군,2014-08,24.6,33.2,17.5,532,115.2
258,보성군,2014-09,21.8,30.5,14.2,216.6,182.1
258,보성군,2014-10,16.1,25.8,4.4,95.5,235.2
258,보성군,2014-11,10.6,20.5,.2,71,167
258,보성군,2014-12,2.2,12.9,-6.6,10.4,174.8
258,보성군,2015-01,2.8,12.9,-5.5,23.8,184.6
258,보성군,2015-02,3.9,12.9,-6.8,38.7,151.4
258,보성군,2015-03,7.9,22.1,-3.1,71.1,238.1
258,보성군,2015-04,13.5,26.9,2.3,217.8,169
258,보성군,2015-05,18.9,31.6,5.5,154,268.7
258,보성군,2015-06,21.7,30.9,13.1,91.7,145.4
258,보성군,2015-07,24.9,33.8,17.6,179.4,159.1
258,보성군,2015-08,25.8,34.8,18.1,146.6,192.7
258,보성군,2015-09,21.3,29.8,13.7,67.5,203.6
258,보성군,2015-10,16.1,26,2.9,76.8,242.5
258,보성군,2015-11,12.2,22.4,.9,97.3,110.1
258,보성군,2015-12,5.9,16,-4.8,46.9,147.7
258,보성군,2016-01,1.6,15.9,-9.6,23.3,166.8
258,보성군,2016-02,3.5,15.6,-6,108.6,193.5
258,보성군,2016-03,8.3,21.2,-6.5,101.5,224.8
258,보성군,2016-04,14.5,25.7,4.2,261.9,193.2
258,보성군,2016-05,18.8,31.7,6.8,132.5,235.4
258,보성군,2016-06,22.5,30.3,15.1,138.9,141.6
258,보성군,2016-07,25.9,35.1,20.3,217.8,207.7
258,보성군,2016-08,27.1,36.1,16.7,36.6,291.4
258,보성군,2016-09,22.3,32,13.4,277.5,137.9
258,보성군,2016-10,17.1,28.2,5.5,156.9,115.8
258,보성군,2016-11,9.5,21.9,-1.8,71.5,175.9
258,보성군,2016-12,4.8,18.3,-4.6,72.8,179.3
258,보성군,2017-01,2.2,14.2,-8.1,12,207.5
258,보성군,2017-02,3.1,15.3,-6.2,40.2,207.8
258,보성군,2017-03,7.2,18.5,-5.8,23.5,227
258,보성군,2017-04,14.2,28,1.2,68.6,253.5
258,보성군,2017-05,18.8,33,7.7,27.8,272.5
258,보성군,2017-06,22,31.9,12.9,95.1,218.8
258,보성군,2017-07,27,35.5,19.8,143.9,149.8
258,보성군,2017-08,26.5,35.2,16.6,239.7,228.5
258,보성군,2017-09,21.5,29.8,9.4,116.5,204.4
258,보성군,2017-10,16.5,29.5,1.5,133.5,182.8
258,보성군,2017-11,8.4,22,-2.7,1.3,210.6
258,보성군,2017-12,1.8,13.9,-8.7,16,206.1
258,보성군,2018-01,.2,12.6,-11.6,29.8,195.7
258,보성군,2018-02,1.8,15.5,-11,32.5,182.3
258,보성군,2018-03,8.7,23.6,-2.2,156,209.1
258,보성군,2018-04,13.6,26.2,-.9,140.6,217.5
258,보성군,2018-05,18.2,28.8,4.7,101.4,198.9
258,보성군,2018-06,22.7,33.1,14,273.5,223
258,보성군,2018-07,27.2,35.8,18.6,89.5,268.1
258,보성군,2018-08,27.7,36.2,19.5,193.8,230.4
258,보성군,2018-09,21.1,30,10.2,155.5,154.1
258,보성군,2018-10,14.4,25.2,3.8,180.7,248.6
258,보성군,2018-11,9.5,20.5,-2.4,42.7,199.6
258,보성군,2018-12,3.5,17.5,-7.5,34.1,174.7
258,보성군,2019-01,2.5,11.6,-8.3,7.4,218.4
258,보성군,2019-02,4,15.8,-5.9,55,182.6
258,보성군,2019-03,8.2,20.5,-3.3,75.2,223.8
258,보성군,2019-04,12.2,23.8,-2.3,85.8,191.8
258,보성군,2019-05,18.2,31.2,4.4,165.1,297.8
258,보성군,2019-06,21.6,31.5,13.4,271.2,228.1
258,보성군,2019-07,24.7,32.6,19.2,251,176.5
258,보성군,2019-08,26.3,35.1,17.1,77.5,230
258,보성군,2019-09,22.4,30.3,11.5,266.2,145.9
258,보성군,2019-10,16.5,27.1,4.5,217.9,233.7
258,보성군,2019-11,10.7,24.2,-3.1,26.5,200.6
258,보성군,2019-12,4.6,17.4,-5.3,28.4,169
258,보성군,2020-01,5.1,17,-4.2,85.2,144
258,보성군,2020-02,5.4,16.9,-5.8,44.9,172.1
258,보성군,2020-03,8.6,22.4,-4.7,57.4,244.3
258,보성군,2020-04,11.4,23.5,-1.8,80.2,270.5
258,보성군,2020-05,18.1,27.9,6.7,194.9,196.4
258,보성군,2020-06,23.3,32.1,12.5,417.8,197.7
258,보성군,2020-07,23.5,31.4,18.6,405.7,66.7
258,보성군,2020-08,27.8,35.1,23.2,204.2,168.3
258,보성군,2020-09,21.5,30.8,11.1,181,165
258,보성군,2020-10,15.9,26.7,5.1,24.7,236.1
258,보성군,2020-11,11.2,23.6,-.3,11.5,175.3
258,보성군,2020-12,3.2,14.1,-7.6,8.7,194.7
258,보성군,2021-01,2,17.6,-11.9,24.5,179.6
258,보성군,2021-02,5.5,23.2,-4.8,30.1,175.7
258,보성군,2021-03,10.5,22.8,-1.5,175.4,221.9
258,보성군,2021-04,13.9,25,1.3,94.9,230.1
258,보성군,2021-05,17.9,28,4.4,144.9,215.5
258,보성군,2021-06,22.9,31.3,13.2,119.4,220.4
258,보성군,2021-07,26.6,33.2,18.8,525.1,199
258,보성군,2021-08,26.3,35.1,19.9,408.7,185.2
258,보성군,2021-09,22.7,30.7,15,110.3,117.1
259,강진군,2014-01,1.6,14.8,-8.9,13.2,220.2
259,강진군,2014-02,3.8,18.8,-5.4,26,157.3
259,강진군,2014-03,7.6,21.6,-5.3,94.4,201.7
259,강진군,2014-04,13.4,25.4,1.5,57.9,211.6
259,강진군,2014-05,17.7,30.7,3.3,149.1,296.5
259,강진군,2014-06,21.8,29.8,15.7,81.5,166
259,강진군,2014-07,24.4,33.3,18.2,250.1,143.7
259,강진군,2014-08,24,31.5,18.2,473.4,115.8
259,강진군,2014-09,21.3,30.8,13.4,138.5,195.1
259,강진군,2014-10,15.7,25.9,4.1,102.3,228.3
259,강진군,2014-11,10,20.1,-.7,89.7,158.1
259,강진군,2014-12,1.8,12.1,-7.7,37.1,159.9
259,강진군,2015-01,2.1,13.4,-6,28.8,171.6
259,강진군,2015-02,3,11.6,-6.6,28.7,152.3
259,강진군,2015-03,7.2,21.5,-3.8,41,237.7
259,강진군,2015-04,12.7,26.8,2,188.7,174.5
259,강진군,2015-05,18.3,31.4,4.7,121.6,271.7
259,강진군,2015-06,21.1,31.2,11.9,125.8,158.3
259,강진군,2015-07,24.4,33,15.2,203,170.8
259,강진군,2015-08,24.9,34,17.2,166.2,194.8
259,강진군,2015-09,20.8,30.5,13,97.9,211.6
259,강진군,2015-10,15.6,26.3,4.9,77.8,234.7
259,강진군,2015-11,11.6,23.5,-.2,100.6,96
259,강진군,2015-12,5.6,17.1,-4.8,60.3,134.9
259,강진군,2016-01,1.1,14.8,-9.5,59.6,139.6
259,강진군,2016-02,3.1,16,-5.9,46,169.6
259,강진군,2016-03,7.5,21.2,-5.5,99.3,218.7
259,강진군,2016-04,14.2,24.8,4.6,244.5,195.9
259,강진군,2016-05,18.5,29.9,7.1,159.6,236.7
259,강진군,2016-06,22.1,30.3,13.7,142.1,137.5
259,강진군,2016-07,25.8,34.7,19.4,220.9,220.3
259,강진군,2016-08,27,37,15.8,39,270.2
259,강진군,2016-09,22.3,32,13.2,241.1,141.5
259,강진군,2016-10,17.2,29.3,4.4,215.8,112.4
259,강진군,2016-11,9.2,22,-1.1,90.8,161.8
259,강진군,2016-12,4.9,18.7,-4.3,60.7,139.2
259,강진군,2017-01,2.2,14.3,-7.3,9.7,188.8
259,강진군,2017-02,2.8,14.7,-6.4,27.4,186.9
259,강진군,2017-03,6.7,19.2,-4.5,25,212.3
259,강진군,2017-04,13.7,27.3,-.2,51.4,254.5
259,강진군,2017-05,18.4,32.8,7.2,17.1,275.9
259,강진군,2017-06,21.7,33,11.5,62,219
259,강진군,2017-07,,34.1,20,182.1,114
259,강진군,2017-08,26.5,37,15.5,199.2,212.3
259,강진군,2017-09,21.5,30,9.3,98.1,195.1
259,강진군,2017-10,16.5,29.1,2.3,115.4,167.6
259,강진군,2017-11,8.1,22.1,-1.7,2.4,187.5
259,강진군,2017-12,2,13.8,-7.1,26.4,153.4
259,강진군,2018-01,0,12.3,-12.7,35.7,174.7
259,강진군,2018-02,1.6,15.8,-9.8,24.3,171.8
259,강진군,2018-03,8.6,23.2,-2.4,149.1,199.7
259,강진군,2018-04,13.7,26.5,-.1,153.1,213
259,강진군,2018-05,18.3,28.2,5.6,95.7,189.6
259,강진군,2018-06,22.6,32.1,13.9,252.3,223
259,강진군,2018-07,27.3,37.4,19.1,44,253.6
259,강진군,2018-08,27.8,36.3,20,384,219.6
259,강진군,2018-09,21.2,29.5,9.7,166.5,155.9
259,강진군,2018-10,14.5,24.8,3.9,260.6,221
259,강진군,2018-11,9.4,21.9,-1.5,38.8,182.9
259,강진군,2018-12,3.5,18.9,-6.9,30.4,143.5
259,강진군,2019-01,2.3,10.8,-6,10.1,190.8
259,강진군,2019-02,3.8,15.2,-5,35.2,157
259,강진군,2019-03,8.1,21.7,-2.8,56.8,217.9
259,강진군,2019-04,12.2,25.1,-1.8,96.3,184
259,강진군,2019-05,18.1,30.5,3.9,137,292.4
259,강진군,2019-06,21.5,31.2,13,275.1,212.9
259,강진군,2019-07,24.7,32.9,18.3,247.4,156.6
259,강진군,2019-08,26.4,35,17,94,213.4
259,강진군,2019-09,22.7,30.8,11.5,285.6,148.2
259,강진군,2019-10,16.6,27.7,4.2,183.1,203.6
259,강진군,2019-11,10.6,23.1,-3,22,172.9
259,강진군,2019-12,4.4,16.7,-4.6,39,156.3
259,강진군,2020-01,4.7,18.6,-4.5,95,138
259,강진군,2020-02,5.1,19.2,-5.9,40.9,166.7
259,강진군,2020-03,8.4,21.9,-4.6,37.9,230.6
259,강진군,2020-04,11,23,-.2,63.6,277.7
259,강진군,2020-05,17.9,27.8,8.5,161.5,201.3
259,강진군,2020-06,22.7,31.4,11.9,332.1,205.4
259,강진군,2020-07,23.2,31.4,17.3,398.5,71.6
259,강진군,2020-08,27.6,34.3,21.7,253.1,193.6
259,강진군,2020-09,21.3,30.5,12.1,221,161.4
259,강진군,2020-10,15.3,26.9,5,24.7,218.5
259,강진군,2020-11,10.7,23.8,-1.1,12.1,159.6
259,강진군,2020-12,2.5,14.8,-7.6,14,172.2
259,강진군,2021-01,1.4,16.8,-14.3,38.4,167.5
259,강진군,2021-02,5.2,22.4,-5,33.7,155.6
259,강진군,2021-03,10.1,22.5,-1.9,153.3,203.9
259,강진군,2021-04,13.9,26,1.3,50.5,224.5
259,강진군,2021-05,17.8,28.7,4.6,130.8,201.4
259,강진군,2021-06,22.8,31.2,12.8,134.3,203.6
259,강진군,2021-07,26.6,34.2,18.1,498.1,172
259,강진군,2021-08,26.3,35.2,18.8,269.9,152.9
259,강진군,2021-09,22.9,31.4,14,105.6,103.8
260,장흥,2014-01,1.6,15.6,-10.2,13.5,187.3
260,장흥,2014-02,4,17.9,-6.4,22.9,144.1
260,장흥,2014-03,7.9,22.8,-5.9,87.7,189.1
260,장흥,2014-04,13.4,26,0,64.6,192.4
260,장흥,2014-05,17.8,31.7,2.6,105.1,271.7
260,장흥,2014-06,21.9,30.6,15.2,119,108.3
260,장흥,2014-07,24.5,33.2,18,214.2,109.4
260,장흥,2014-08,24.3,32.9,17.6,528.2,84.3
260,장흥,2014-09,21.4,31.2,12.1,209.4,167.8
260,장흥,2014-10,15.6,26.6,2.5,84,220.8
260,장흥,2014-11,10,20.4,-2.4,72.7,144.6
260,장흥,2014-12,1.9,12.5,-7.2,24.7,136.6
260,장흥,2015-01,2.2,13.3,-7,25.6,166.5
260,장흥,2015-02,3.2,12,-8,29.4,142.4
260,장흥,2015-03,7.4,21.8,-4.9,39.5,223.1
260,장흥,2015-04,12.9,28.3,1.8,178.6,157.9
260,장흥,2015-05,18.3,32.8,4,124.5,252.3
260,장흥,2015-06,21.2,31.8,11,104.9,124.2
260,장흥,2015-07,24.5,34.7,15.6,231,128.3
260,장흥,2015-08,25.1,35.3,16.6,149,164.6
260,장흥,2015-09,20.4,29.3,11.9,64.4,203.4
260,장흥,2015-10,15.1,26.4,2.7,77.9,228.2
260,장흥,2015-11,11.4,22.5,.3,84.3,91.5
260,장흥,2015-12,5.1,16.8,-6.4,51.9,138.2
260,장흥,2016-01,1,16.1,-10.5,54,152
260,장흥,2016-02,2.9,17.1,-7.4,50.5,176.6
260,장흥,2016-03,7.4,22.2,-7.1,90.3,211.7
260,장흥,2016-04,14.1,25.7,3.4,222.9,192.5
260,장흥,2016-05,18.2,29.5,5.9,133.2,230.1
260,장흥,2016-06,21.9,30,12.8,141.5,120.5
260,장흥,2016-07,25.7,34.3,19.2,208.3,194.8
260,장흥,2016-08,26.7,36.2,16.4,50.1,270.2
260,장흥,2016-09,22.1,31.2,12.6,233.7,120.8
260,장흥,2016-10,17.1,28.6,3.7,197.5,107.5
260,장흥,2016-11,9.3,21,-2,77.5,162.5
260,장흥,2016-12,4.8,19.9,-5.5,53.7,156.9
260,장흥,2017-01,2.1,14.8,-7.9,11.6,195.6
260,장흥,2017-02,2.9,15.5,-7.7,33.3,189.9
260,장흥,2017-03,6.9,19.7,-5.3,29.1,210.2
260,장흥,2017-04,14.3,28.2,-1.4,52.5,243.9
260,장흥,2017-05,18.9,33.2,6.3,29.9,241.5
260,장흥,2017-06,21.8,32.7,11.6,123.2,195.2
260,장흥,2017-07,26.7,34.6,19.4,251,138.7
260,장흥,2017-08,26.2,35.6,14.9,216.5,215.1
260,장흥,2017-09,21,29.3,7.1,96.4,183
260,장흥,2017-10,16,28.6,.5,101.1,159.2
260,장흥,2017-11,7.6,21.7,-2.9,1.7,192.7
260,장흥,2017-12,1.4,14.2,-8.8,23.4,172.3
260,장흥,2018-01,-.3,12.4,-13.2,38.1,181.5
260,장흥,2018-02,1.3,16.3,-11.8,26.3,166
260,장흥,2018-03,8.6,23.7,-3.1,133.8,189.4
260,장흥,2018-04,13.5,27.5,-2.1,112.2,194.6
260,장흥,2018-05,18.1,27.7,2.8,81.7,162.6
260,장흥,2018-06,22.2,33,13.1,220.2,176.1
260,장흥,2018-07,26.9,36.8,18.5,87.3,158.2
260,장흥,2018-08,27.6,36.2,18.8,302.8,205.7
260,장흥,2018-09,21.1,29.6,9.9,144.3,145.9
260,장흥,2018-10,13.9,26,2.4,193.5,227.3
260,장흥,2018-11,9,21.6,-2.7,35.2,187.2
260,장흥,2018-12,3.5,18.6,-7.1,35.5,157.8
260,장흥,2019-01,2.1,11.5,-8.2,13.1,206.2
260,장흥,2019-02,3.9,15.4,-6.4,41.4,161.1
260,장흥,2019-03,8.1,20.9,-3.6,62.4,207.2
260,장흥,2019-04,12.3,24.8,-3,78.5,173.5
260,장흥,2019-05,18,31.3,1.2,145.9,287.4
260,장흥,2019-06,21.5,31.8,12.6,262.2,201
260,장흥,2019-07,25.2,33.5,18.9,268.5,146.7
260,장흥,2019-08,26.3,34.5,16.6,91.8,202
260,장흥,2019-09,22.5,31.3,11.1,252.2,131.7
260,장흥,2019-10,16.2,27.4,2.4,236.5,209.9
260,장흥,2019-11,9.9,23.2,-4.5,30.1,187.3
260,장흥,2019-12,3.8,16.4,-6.2,34.8,166.1
260,장흥,2020-01,4.3,19.6,-5.6,100.8,142.1
260,장흥,2020-02,4.7,18.7,-7.5,41.3,177.5
260,장흥,2020-03,8.1,22.6,-5.5,39.6,236.3
260,장흥,2020-04,10.4,23.3,-2.2,63.3,268.2
260,장흥,2020-05,17.5,27,6.2,152.7,199.6
260,장흥,2020-06,22.3,31.1,10.9,311.5,193.2
260,장흥,2020-07,22.8,31.5,16.7,354.1,68.6
260,장흥,2020-08,27,34.4,21.1,355.1,167.6
260,장흥,2020-09,20.7,30.6,10.1,219.2,151.5
260,장흥,2020-10,14.5,26.5,3.3,21.9,229.7
260,장흥,2020-11,10,23.1,-2.7,20.1,174.7
260,장흥,2020-12,2,14.4,-9.3,12.6,189.6
260,장흥,2021-01,1,17,-15.3,32.2,176.1
260,장흥,2021-02,4.7,23.3,-6.7,34.5,179.4
260,장흥,2021-03,9.6,21.9,-2.9,160,215.1
260,장흥,2021-04,13.3,24.8,-.8,53.8,234
260,장흥,2021-05,17.3,27.4,2.8,122.8,221.7
260,장흥,2021-06,22.2,30.4,12.3,110.1,221.3
260,장흥,2021-07,26,33.3,17.6,452.5,197.6
260,장흥,2021-08,25.7,34.5,18.9,330.7,186.3
260,장흥,2021-09,22.4,30.2,12.6,96.3,120.6
261,해남,2014-01,1.7,14.5,-10,20.2,197.2
261,해남,2014-02,3.7,20.3,-7.5,22.6,129.8
261,해남,2014-03,7.7,22,-7.2,85.3,178.6
261,해남,2014-04,13.2,25.8,1.1,75.1,191.9
261,해남,2014-05,17.6,30.4,3.7,102.5,277.6
261,해남,2014-06,21.8,30,16,67.2,121.1
261,해남,2014-07,24.7,33.6,18.8,116.5,123.1
261,해남,2014-08,24.3,32.2,18.3,347.2,94.5
261,해남,2014-09,21.6,30.3,12.3,96.5,171.1
261,해남,2014-10,16,26.7,1.6,91,223.4
261,해남,2014-11,10.3,19.8,-2.3,84.5,154.6
261,해남,2014-12,2.3,12.5,-13,64.5,131.6
261,해남,2015-01,2.8,14.6,-5.8,31.3,163.2
261,해남,2015-02,3.4,12.5,-7.4,22,130.4
261,해남,2015-03,7.2,23.4,-5.4,29.5,213
261,해남,2015-04,12.9,25.2,2.1,173.1,156.5
261,해남,2015-05,18.1,30.4,4.7,95.4,258
261,해남,2015-06,21.4,30.1,11.4,165.1,133.9
261,해남,2015-07,24.3,32.2,14.5,224.3,146.7
261,해남,2015-08,25,34.1,16.7,155.7,191.2
261,해남,2015-09,20.4,30,11.6,67.9,208.6
261,해남,2015-10,15.1,26.4,3.1,63.3,228.9
261,해남,2015-11,11.2,23.2,-.4,77.4,86.3
261,해남,2015-12,4.9,17.2,-6.3,52.8,132.6
261,해남,2016-01,.4,13.8,-9.8,56.3,127.7
261,해남,2016-02,2.4,16.9,-8,24.1,179.7
261,해남,2016-03,6.6,21.8,-8.1,93.7,220.6
261,해남,2016-04,13.3,24.8,2.4,175.7,185.1
261,해남,2016-05,17.8,29.5,6.2,111.6,224.7
261,해남,2016-06,21.8,29.3,12,103.5,136.3
261,해남,2016-07,25.9,34.6,18.5,205.4,207.1
261,해남,2016-08,27.2,37.1,16.9,25.1,281.6
261,해남,2016-09,22.2,31,13.2,194,130.8
261,해남,2016-10,16.8,29.6,2.8,228.6,98.6
261,해남,2016-11,8.7,21.3,-3,84.5,165.7
261,해남,2016-12,4.4,19.1,-6.6,57.7,146.6
261,해남,2017-01,1.6,13.4,-10.4,8.8,183.7
261,해남,2017-02,1.9,15.2,-9.1,23.7,186.3
261,해남,2017-03,5.5,19.4,-7.4,24,209.2
261,해남,2017-04,12.9,26.4,-3.3,42.7,244.5
261,해남,2017-05,17.7,31.8,4.5,9.6,259.9
261,해남,2017-06,21.6,32.2,9.1,24.4,201.5
261,해남,2017-07,27.2,34.8,20.7,162.7,147.2
261,해남,2017-08,26.6,37.2,14.6,198.9,234
261,해남,2017-09,21.3,30.1,8.2,86.5,191.4
261,해남,2017-10,15.7,28.9,-.3,113.3,166.6
261,해남,2017-11,7.3,21.5,-5.3,2.2,192.1
261,해남,2017-12,1.1,14.7,-9.8,28.5,157.7
261,해남,2018-01,-.9,11.2,-14,44.8,163.6
261,해남,2018-02,.3,15.4,-12.1,24.3,162
261,해남,2018-03,8,23,-4.1,147.6,192.5
261,해남,2018-04,13,26.5,-1.3,120.1,203.3
261,해남,2018-05,18,29.1,2.8,75.3,158.2
261,해남,2018-06,21.7,33.2,11.9,238.9,205.8
261,해남,2018-07,26.7,36.6,17.9,18.8,262.1
261,해남,2018-08,27.5,36.3,20.3,204.2,214.3
261,해남,2018-09,20.7,29.1,7.8,128.4,154
261,해남,2018-10,13.3,25,1.2,214.1,227.7
261,해남,2018-11,7.9,20,-3.9,44.6,196.5
261,해남,2018-12,2.3,20.8,-8.9,36,148.8
261,해남,2019-01,.5,9.8,-10,14.5,196.3
261,해남,2019-02,2.2,14.7,-9.8,33.5,152.9
261,해남,2019-03,6.5,19.3,-5.3,49,205.9
261,해남,2019-04,10.9,24.1,-5.3,61.1,178.9
261,해남,2019-05,16.7,28.3,-.6,99,282.7
261,해남,2019-06,20.5,29.9,11.2,45.1,212.8
261,해남,2019-07,24.2,31.9,17.7,181.9,155.5
261,해남,2019-08,25.6,34.4,15.5,205.2,214.9
261,해남,2019-09,22,29.7,9.3,258.9,147.1
261,해남,2019-10,15.8,27.7,1.4,223.7,202.9
261,해남,2019-11,10.1,22.4,-5.9,12.8,186.7
261,해남,2019-12,3.6,16,-7.1,37.3,169.3
261,해남,2020-01,3.8,18.8,-7.3,75.8,135.5
261,해남,2020-02,4.2,17.8,-6.9,27.8,164.3
261,해남,2020-03,7.5,20.2,-8.3,27,233.3
261,해남,2020-04,9.8,21.7,-1.9,56.7,263.3
261,해남,2020-05,17.1,26.9,6.4,188.1,192.4
261,해남,2020-06,22,30.4,12.4,257.7,198.1
261,해남,2020-07,22.7,31,16.3,319.6,73.5
261,해남,2020-08,27.4,34.2,20.3,153.7,184.5
261,해남,2020-09,20.8,31.3,10.2,295.7,158.7
261,해남,2020-10,14.3,26.5,1.6,27.4,228.4
261,해남,2020-11,10,22.9,-2.6,6.9,171.5
261,해남,2020-12,1.4,13.7,-10.7,13.9,177.7
261,해남,2021-01,.9,15.8,-17.1,36.3,170.7
261,해남,2021-02,4.3,20.9,-7.4,33.1,168.9
261,해남,2021-03,8.9,22.3,-3.6,127.2,210.1
261,해남,2021-04,13,24.2,-1.6,43.5,239.4
261,해남,2021-05,17.1,28.7,3,128.9,225.5
261,해남,2021-06,22.3,30.5,12.4,127.4,230.9
261,해남,2021-07,26.3,33.7,17.7,500.7,204.5
261,해남,2021-08,25.8,34.8,18.1,172.3,186.2
261,해남,2021-09,22,30.5,11.7,108.2,126.3
262,고흥,2014-01,2.2,15.8,-9.6,13.5,199.7
262,고흥,2014-02,4.6,18.8,-5.4,37.4,148
262,고흥,2014-03,8.8,22.5,-4.4,111.1,199.8
262,고흥,2014-04,13.8,25.6,3.2,95.5,189.4
262,고흥,2014-05,18.1,30.8,4.2,123.1,277.1
262,고흥,2014-06,21.5,29.3,14.8,185.5,125.2
262,고흥,2014-07,24.3,33.4,18.4,302.2,121.5
262,고흥,2014-08,24.3,32.1,17.4,656.1,98.7
262,고흥,2014-09,21.7,30.2,14.2,121.3,165.8
262,고흥,2014-10,16.2,26.3,4.8,111.5,210.8
262,고흥,2014-11,10.3,21.1,-2,85.1,149.9
262,고흥,2014-12,2.5,13.4,-6.5,9.1,164.4
262,고흥,2015-01,2.9,13,-6.3,30.5,168.5
262,고흥,2015-02,3.8,12.6,-7.4,51.5,155.2
262,고흥,2015-03,8,21.4,-4.3,77.9,221.5
262,고흥,2015-04,13.3,26.9,2.8,297.6,151.9
262,고흥,2015-05,18.4,31.3,4.3,153.5,255.9
262,고흥,2015-06,20.9,30,11.8,113.6,128.2
262,고흥,2015-07,24,32.7,15.8,249.9,148.4
262,고흥,2015-08,24.8,34.2,16.4,166,190.9
262,고흥,2015-09,20.8,29.1,12.7,82.8,196.4
262,고흥,2015-10,15.7,26.3,1.9,62,238.6
262,고흥,2015-11,11.5,22.3,.3,70.1,102.1
262,고흥,2015-12,5.4,16.2,-6.1,24.3,148.6
262,고흥,2016-01,1.3,14.7,-9.3,57.5,157.8
262,고흥,2016-02,3.3,16.8,-7.5,56.2,192.2
262,고흥,2016-03,7.8,21.4,-5.8,84.2,211.4
262,고흥,2016-04,13.8,24.8,4.1,264.7,184.1
262,고흥,2016-05,18,30.3,6.2,128.2,222.9
262,고흥,2016-06,21.5,29.3,12.1,117.5,121.9
262,고흥,2016-07,25.3,33.9,19.2,173.3,194.2
262,고흥,2016-08,26.6,36,16.1,47.4,266.3
262,고흥,2016-09,22.1,30.9,14.5,302.2,121.3
262,고흥,2016-10,16.9,28,4.3,193.7,101.5
262,고흥,2016-11,9.2,20.6,-1.9,107.2,159.4
262,고흥,2016-12,4.7,18.9,-5.6,109.8,166.5
262,고흥,2017-01,2,14.1,-9,13.2,193
262,고흥,2017-02,3,14.9,-6.9,38.8,190.7
262,고흥,2017-03,6.7,19.4,-3.8,26.5,211.5
262,고흥,2017-04,14.1,25.7,.4,74.2,238.3
262,고흥,2017-05,18.2,32.2,7.7,30.1,259.6
262,고흥,2017-06,21,31.2,10,274.7,204.4
262,고흥,2017-07,26.4,34.1,18.7,269.5,158.1
262,고흥,2017-08,26.3,36,15.5,109.8,222.9
262,고흥,2017-09,21.4,29.9,8.2,126.6,182.1
262,고흥,2017-10,16.3,28,.1,139.6,160.2
262,고흥,2017-11,7.9,21.1,-2.1,1.4,196.9
