지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일조시간(hr)
100,대관령,2015-07,19,29,8.5,135.6,164.2
100,대관령,2015-08,20,30,12,308.2,212.6
100,대관령,2015-09,14,23.8,4.6,65.7,206.2
100,대관령,2015-10,9.2,22.4,-7.3,35.5,255.1
100,대관령,2015-11,4.2,17.5,-9.3,194.7,99.1
100,대관령,2015-12,-2.2,9.4,-13.3,15.5,173.5
100,대관령,2016-01,-7.1,6.8,-23,2.6,227.7
100,대관령,2016-02,-4.1,13.7,-18,39,210
100,대관령,2016-03,1.9,17.9,-17.3,18.4,221.1
100,대관령,2016-04,8.9,23.3,-2.8,84.5,252.7
100,대관령,2016-05,14,27.4,.3,46.8,321.3
100,대관령,2016-06,17.2,27.8,3.1,64.3,277.8
100,대관령,2016-07,20.1,30.2,10.6,421.3,206.2
100,대관령,2016-08,20.5,32.4,7.3,260.4,253.8
100,대관령,2016-09,15.9,25.8,6.9,102.1,160
100,대관령,2016-10,9.8,22.8,-2.5,78.3,185.8
100,대관령,2016-11,2.5,15.1,-10.2,13.3,211.6
100,대관령,2016-12,-2.7,11.6,-21.7,53,191.4
100,대관령,2017-01,-6.2,6.9,-21.1,22.3,241.8
100,대관령,2017-02,-4.3,7.3,-17.1,7.2,241.8
100,대관령,2017-03,.3,12.2,-10.4,17.8,239.3
100,대관령,2017-04,8.8,23,-3.4,61.1,286
100,대관령,2017-05,13.8,26.8,1.5,31.6,314
100,대관령,2017-06,15.8,29,2.4,73,279.9
100,대관령,2017-07,21.5,31.1,14.9,355.4,207.8
100,대관령,2017-08,19.2,29.3,7.6,293.3,176.8
100,대관령,2017-09,14.6,25.9,2.9,69.3,252
100,대관령,2017-10,9,21.6,-5.3,53.3,192.1
100,대관령,2017-11,1.2,14.8,-15.3,32.4,237
100,대관령,2017-12,-6.6,4.5,-20.5,8.6,240.5
100,대관령,2018-01,-8.5,3.9,-24.4,4.3,238.3
100,대관령,2018-02,-6.5,5.3,-23.4,43.2,233.3
100,대관령,2018-03,2.3,17.5,-17.1,72.9,231
100,대관령,2018-04,8.1,27.3,-4.8,128.7,268.4
100,대관령,2018-05,12.5,28.3,.4,203,265
100,대관령,2018-06,17.1,28.5,6.4,83.5,267.3
100,대관령,2018-07,21.4,32.9,10.4,228,239.5
100,대관령,2018-08,21.1,32.2,10.9,542.6,183
100,대관령,2018-09,14.2,23.2,1.8,195.4,132.1
100,대관령,2018-10,6.9,18.6,-4.5,158.4,225.6
100,대관령,2018-11,2.7,16.8,-9.2,50.4,170.1
100,대관령,2018-12,-5,11.1,-20.3,21,207.4
100,대관령,2019-01,-5.6,5.3,-20.1,.5,238.5
100,대관령,2019-02,-3.3,8.1,-16.6,16.7,216.2
100,대관령,2019-03,1.6,15,-8,48.5,229.2
100,대관령,2019-04,6.2,24.4,-8.4,59.9,236.5
100,대관령,2019-05,14.5,29.6,-3.6,5.6,320.7
100,대관령,2019-06,16.3,28.2,4.3,168.5,250.1
100,대관령,2019-07,20.2,29.4,11.8,183.8,164.9
100,대관령,2019-08,21,30.2,12.3,205.8,220.4
100,대관령,2019-09,16.1,26.7,4.4,251.5,149.2
100,대관령,2019-10,10.1,22.7,-1.9,176.9,179.3
100,대관령,2019-11,2.9,15.6,-9.7,78.4,184.9
100,대관령,2019-12,-2.8,9.8,-15.5,2.4,200.3
100,대관령,2020-01,-3.2,9.3,-14.2,86.3,175.4
100,대관령,2020-02,-2.7,10.3,-24,45.5,216.5
100,대관령,2020-03,2.1,20.5,-8.9,39.1,273.6
100,대관령,2020-04,4.8,20.1,-9.2,64.2,263.2
100,대관령,2020-05,12.8,25.2,.6,104.6,248.4
100,대관령,2020-06,18.7,31.6,8.1,157.5,239.5
100,대관령,2020-07,17.9,28.7,7.8,382.3,169.8
100,대관령,2020-08,22.2,30.8,15.8,296.7,133
100,대관령,2020-09,14.7,26.3,3,551,152.3
100,대관령,2020-10,7.9,19.7,-4.6,1.8,221.5
100,대관령,2020-11,3.4,18.3,-8.9,22.6,205.7
100,대관령,2020-12,-5.4,8,-20.2,4.2,221.4
100,대관령,2021-01,-7.3,7.6,-24.3,7.8,204.9
100,대관령,2021-02,-2,15.6,-17.4,2.2,226.8
100,대관령,2021-03,3,16.1,-16.9,86.2,231.9
100,대관령,2021-04,7.5,20.9,-5.7,98.4,257.8
100,대관령,2021-05,11.8,25.2,-.7,154,225.5
100,대관령,2021-06,16.8,27.8,8,78.6,185.1
100,대관령,2021-07,21.4,30.1,13.6,124.8,263.8
100,대관령,2021-08,19.6,30.6,12.6,217.2,116
100,대관령,2021-09,15.7,25.5,7.6,153.9,153.9
101,춘천,2014-01,-2.3,7.8,-13.3,10.4,167.4
101,춘천,2014-02,.4,15.8,-10.9,22.1,169.6
101,춘천,2014-03,7,23.4,-8,6.8,222.8
101,춘천,2014-04,13.5,26.8,-1.5,25.5,206
101,춘천,2014-05,18.9,34,3.6,66.6,293
101,춘천,2014-06,23.1,31.9,15.7,64,177.9
101,춘천,2014-07,25.7,35.1,18.5,117.3,199.3
101,춘천,2014-08,24.1,34.6,15.9,169.9,146.6
101,춘천,2014-09,20.3,30.6,11.5,88.7,195.3
101,춘천,2014-10,13.2,26.9,.6,60.4,193.2
101,춘천,2014-11,6.8,19.7,-5.2,28.6,155.7
101,춘천,2014-12,-5.1,9,-20.1,17.1,174.7
101,춘천,2015-01,-2.7,7.6,-14.7,18.2,175.2
101,춘천,2015-02,-.3,12,-15.7,27.3,165.4
101,춘천,2015-03,5.5,22.3,-8.3,13.5,265
101,춘천,2015-04,12.3,29.5,.8,106.7,204.2
101,춘천,2015-05,19.1,32.2,4.6,34.7,285.8
101,춘천,2015-06,23.4,34.3,12.3,46.8,252.1
101,춘천,2015-07,25,35.6,15.9,233.6,162.9
101,춘천,2015-08,25.6,35.9,15.8,46.8,215.4
101,춘천,2015-09,20.4,29.8,10.7,4.8,232.4
101,춘천,2015-10,13.7,26.4,-3.6,61,208.8
101,춘천,2015-11,7.9,19.3,-5.7,142.1,90.1
101,춘천,2015-12,0,9.6,-12.8,22.3,147.3
101,춘천,2016-01,-4.7,7.2,-20.1,.4,186.7
101,춘천,2016-02,-1.2,10.1,-14.7,54.8,181.9
101,춘천,2016-03,5.9,22.1,-11.9,49.6,228
101,춘천,2016-04,14,28,1.8,98,231.9
101,춘천,2016-05,18.9,31.6,7.1,109.1,262.5
101,춘천,2016-06,23.4,32,12.7,93.2,241.2
101,춘천,2016-07,25.2,34.2,17.5,617.1,152.9
101,춘천,2016-08,26.5,35.7,13,33.2,220.8
101,춘천,2016-09,21.2,30.8,9.5,76.2,175.6
101,춘천,2016-10,14.6,28.1,-1.6,108.2,175.3
101,춘천,2016-11,5.4,19,-8.2,14.9,137
101,춘천,2016-12,.1,10.5,-11.7,79.1,127.7
101,춘천,2017-01,-3,10.9,-15.9,15.1,185
101,춘천,2017-02,-1.2,12.3,-14.4,13,203.7
101,춘천,2017-03,5,19,-7.4,15.9,210.9
101,춘천,2017-04,13.6,28.6,-.3,56.5,253.3
101,춘천,2017-05,19.1,30.8,7.5,22,272.8
101,춘천,2017-06,22.8,34.5,11.1,88.9,258.9
101,춘천,2017-07,26.6,34.3,20.5,530.4,126.1
101,춘천,2017-08,24.5,36.3,14.3,343.1,146.8
101,춘천,2017-09,19.5,28.9,6.5,32.2,209.5
101,춘천,2017-10,13.9,26.8,-2.6,50,187.6
101,춘천,2017-11,3.7,18.4,-9.2,23.1,167.6
101,춘천,2017-12,-3.9,8.1,-17.6,27,165.1
101,춘천,2018-01,-5.5,8.2,-21.6,5.9,186.7
101,춘천,2018-02,-3,10.9,-18,36.5,201.9
101,춘천,2018-03,7.3,23.1,-7.4,32.8,203.2
101,춘천,2018-04,12.4,29.1,-1.6,139.5,217.7
101,춘천,2018-05,17.7,30.6,3.4,201.9,231.5
101,춘천,2018-06,23.1,33.9,13.4,104.1,252
101,춘천,2018-07,26.7,37.2,14.7,213.6,245
101,춘천,2018-08,27.3,39.5,17.4,389.5,232.7
101,춘천,2018-09,19.6,29.1,8.3,69.9,207.8
101,춘천,2018-10,10.9,24.3,-2.4,127.5,188.7
101,춘천,2018-11,5.6,18.8,-6.6,63.5,134.3
101,춘천,2018-12,-2.8,11.6,-16.4,16.8,178.8
101,춘천,2019-01,-3.5,8,-14.1,1.3,210.4
101,춘천,2019-02,0,14.1,-13.2,29,193.9
101,춘천,2019-03,5.7,18.7,-6.7,38.7,187.9
101,춘천,2019-04,11.3,28.4,-4.8,49.4,201.2
101,춘천,2019-05,19,33.5,4,27.1,309.1
101,춘천,2019-06,22.1,32.9,11.8,76.4,249.3
101,춘천,2019-07,25.6,36.3,16.4,238.6,158.7
101,춘천,2019-08,26.2,36.3,17.1,192.3,238.5
101,춘천,2019-09,21.3,32.1,13.1,142.6,126.6
101,춘천,2019-10,14.7,26.7,1.9,50.3,183
101,춘천,2019-11,5.6,19.7,-6.4,63.1,160.2
101,춘천,2019-12,-.1,9.7,-12.3,14.4,130
101,춘천,2020-01,-.1,11.2,-9.5,80,167.7
101,춘천,2020-02,1.4,14.5,-13,54.2,174.7
101,춘천,2020-03,7,21.5,-5.6,13.8,235.7
101,춘천,2020-04,10.5,24.3,-3,14.4,267.1
101,춘천,2020-05,18.1,30.1,6,118.3,208.9
101,춘천,2020-06,24.2,36.4,14.7,75.8,241.9
101,춘천,2020-07,23.8,33,17,174.3,150.5
101,춘천,2020-08,26.1,34.6,21.4,773.7,101.1
101,춘천,2020-09,19.7,30.8,10.4,157.2,166.9
101,춘천,2020-10,11.9,24.3,-1.9,.1,210.9
101,춘천,2020-11,6.1,19.5,-7.7,84.2,176.5
101,춘천,2020-12,-2.7,10.5,-17.2,4.9,182.6
101,춘천,2021-01,-4.7,12.6,-21.9,17.7,171.3
101,춘천,2021-02,1.2,19.9,-13.7,6.6,195.6
101,춘천,2021-03,7.8,23.5,-2.5,104.1,207.1
101,춘천,2021-04,13.1,29.2,2,121.7,224.3
101,춘천,2021-05,16.4,31.2,4.3,172.3,202.2
101,춘천,2021-06,22.3,33,12.5,99.7,207.7
101,춘천,2021-07,27.3,36.6,19.9,169.5,262.5
101,춘천,2021-08,24.9,34.3,17.4,129.6,158.6
101,춘천,2021-09,21.3,30.1,14.9,106,198.2
102,백령도,2014-01,.1,7.6,-7.7,10.7,180.1
102,백령도,2014-02,0,11.4,-7.9,20.4,175.7
102,백령도,2014-03,4.9,17.3,-2.9,4.4,231.7
102,백령도,2014-04,10.3,21.6,2.7,39,226
102,백령도,2014-05,14.1,23.8,6.2,48.4,266.1
102,백령도,2014-06,19.7,27.8,13.3,12.7,211.8
102,백령도,2014-07,22.9,29.9,17.2,120.4,199.2
102,백령도,2014-08,23.1,33.2,17.6,31.9,237.5
102,백령도,2014-09,19.9,26.8,11.6,39.5,245.3
102,백령도,2014-10,15,22.5,8.2,5.5,222.3
102,백령도,2014-11,9.3,16.7,-.1,26,172.7
102,백령도,2014-12,-.3,6.8,-6.7,33,123.5
102,백령도,2015-01,-.6,7.5,-7.8,22.2,180.9
102,백령도,2015-02,.5,8.5,-11.5,14,180.1
102,백령도,2015-03,4,16.5,-5.4,6.4,241
102,백령도,2015-04,10.1,22,1.8,15.7,247.5
102,백령도,2015-05,14.6,25.6,7.7,41.2,296.6
102,백령도,2015-06,19.3,26.6,12,44.4,253.8
102,백령도,2015-07,22.6,29.7,16.9,237.4,185
102,백령도,2015-08,24.2,30.2,19.4,81.5,231.8
102,백령도,2015-09,20.8,28.2,15,13.6,262.9
102,백령도,2015-10,15.2,22.3,6.4,38.6,216.4
102,백령도,2015-11,8.7,17.4,-3.9,58.1,82.3
102,백령도,2015-12,3.5,10.3,-6.3,28.4,112.6
102,백령도,2016-01,-1.9,8.4,-14.2,5.7,112.3
102,백령도,2016-02,.6,9.2,-7.1,66.5,181.2
102,백령도,2016-03,5,15.7,-3.9,35.3,246.3
102,백령도,2016-04,10.3,22.3,4.3,64.8,201.6
102,백령도,2016-05,15.9,26.8,7.6,128,260
102,백령도,2016-06,20,26.9,14.8,25.2,185.7
102,백령도,2016-07,22.7,28.9,16.3,177.4,160
102,백령도,2016-08,24.8,31.5,15.6,54.4,251.1
102,백령도,2016-09,20.4,27.4,14.1,30.7,213.7
102,백령도,2016-10,15,23.3,2.2,90.7,180.9
102,백령도,2016-11,7.5,16.4,-1.7,17.1,119.9
102,백령도,2016-12,3,11.3,-4,38.2,153.7
102,백령도,2017-01,-.2,7.7,-7.3,16.5,147.4
102,백령도,2017-02,.3,8,-7.1,12.2,189.5
102,백령도,2017-03,4.8,14.8,-3.4,8.8,239.4
102,백령도,2017-04,10.3,20,4.2,20.1,245.6
102,백령도,2017-05,15.9,24.8,8.4,10.2,310
102,백령도,2017-06,19.7,29,11.7,11.8,280.4
102,백령도,2017-07,24.4,31.8,20.4,89.8,107.7
102,백령도,2017-08,23.9,31.3,17.1,126.3,180
102,백령도,2017-09,20.7,27.4,14.9,4.2,254.9
102,백령도,2017-10,15,23.2,6.9,9.5,207
102,백령도,2017-11,6.8,17.9,-2.5,7.4,172.1
102,백령도,2017-12,.4,8.8,-7.4,18.3,125.2
102,백령도,2018-01,-2.9,6.6,-13.7,10.5,102.5
102,백령도,2018-02,-1.8,6.7,-9.8,2.6,158.8
102,백령도,2018-03,4.1,16.6,-5.1,22.6,192
102,백령도,2018-04,9.3,18.5,1.7,89.5,207.6
102,백령도,2018-05,13.2,21.8,7.9,62.5,211
102,백령도,2018-06,18.3,27.8,11.9,101.9,178.5
102,백령도,2018-07,23,31.4,17.6,181.7,189
102,백령도,2018-08,24.9,32.8,18.4,194.9,271.4
102,백령도,2018-09,19.8,26.2,15,44.2,213.8
102,백령도,2018-10,13.9,22,6.3,36.4,247.2
102,백령도,2018-11,9.2,16,.9,56.6,133.7
102,백령도,2018-12,1.1,10.9,-8.9,27.7,113.5
102,백령도,2019-01,.8,7.1,-6,.1,175.8
102,백령도,2019-02,.9,10.7,-9.3,21.1,181.6
102,백령도,2019-03,4.9,12.8,-.5,23.5,198.8
102,백령도,2019-04,9.1,17.9,1.9,23.7,227
102,백령도,2019-05,15.2,24.9,7.2,28.9,301.6
102,백령도,2019-06,18,27.1,12.9,48.5,193.8
102,백령도,2019-07,22.2,28.9,15.6,128.7,172.3
102,백령도,2019-08,24,31.2,18.5,52.4,258.8
102,백령도,2019-09,20.5,28.1,14.8,144.4,191.8
102,백령도,2019-10,15.7,23.8,9.3,9.6,221.5
102,백령도,2019-11,9.3,18.4,.6,83.2,165.1
102,백령도,2019-12,3.7,11.3,-6.2,31.3,98.4
102,백령도,2020-01,2.8,8.6,-2.6,40.9,168.1
102,백령도,2020-02,2.7,11.1,-7.5,28.4,136.4
102,백령도,2020-03,6.1,15.4,-1.2,6.9,263.6
102,백령도,2020-04,9.4,17.2,4.3,20.5,307.8
102,백령도,2020-05,13.7,22.5,6.2,223.2,150.7
102,백령도,2020-06,18.9,28,12.2,119.4,184.6
102,백령도,2020-07,21,27.3,15.3,214.3,195.8
102,백령도,2020-08,23.8,30.5,20.1,302.9,62.3
102,백령도,2020-09,20.4,25.6,15.3,232.9,220.5
102,백령도,2020-10,15.1,21.2,9.1,22.5,229.1
102,백령도,2020-11,9.4,18.8,.4,37.4,148.2
102,백령도,2020-12,2.4,10.5,-10,9.1,111.1
102,백령도,2021-01,-1,9.4,-11.9,64.5,114.8
102,백령도,2021-02,2.1,12.9,-9.1,4.6,176.4
102,백령도,2021-03,6.1,17.1,-.9,68,205.2
102,백령도,2021-04,10.9,20.2,4.6,67.1,238.5
102,백령도,2021-05,14.5,23.1,6.1,67.3,248.8
102,백령도,2021-06,18.7,27.1,12.3,178.5,173.3
102,백령도,2021-07,24,31.7,17.5,39.7,242.3
102,백령도,2021-08,23.6,28.8,18.2,346.4,175.6
102,백령도,2021-09,21.4,26.7,15.6,164.4,211.8
104,북강릉,2014-01,1.2,12.1,-9.4,50.1,197.3
104,북강릉,2014-02,.7,15.6,-9,215.7,117.7
104,북강릉,2014-03,7.4,26.5,-7.1,54.9,212.2
104,북강릉,2014-04,13.2,26.6,-.1,175.1,210.4
104,북강릉,2014-05,18.8,32.4,5.3,9.9,283.5
104,북강릉,2014-06,19.7,35.4,12.8,54.7,136.6
104,북강릉,2014-07,24.9,35.5,16.8,116.4,229.5
104,북강릉,2014-08,22.7,32.5,14,312.7,124.1
104,북강릉,2014-09,20,30.3,12.6,190.9,195.4
104,북강릉,2014-10,15.2,25.9,6.4,110.1,208.5
104,북강릉,2014-11,9.5,18,-2,80.5,169.2
104,북강릉,2014-12,.2,10.8,-13.2,0,224.5
104,북강릉,2015-01,1.4,13.7,-8.6,22.8,189.2
104,북강릉,2015-02,2.1,13.9,-11.8,17.6,186
104,북강릉,2015-03,7.2,21.6,-6.2,20.5,258.9
104,북강릉,2015-04,11.4,30.9,1.1,67.7,186.9
104,북강릉,2015-05,18.8,33,7.4,3.6,293.1
104,북강릉,2015-06,19.8,31.5,10.9,170.3,163.6
104,북강릉,2015-07,22.8,36.1,14.5,60.8,180.7
104,북강릉,2015-08,24.9,35.9,16.6,177,224.3
104,북강릉,2015-09,19.6,28.7,12.2,52.6,220
104,북강릉,2015-10,15.4,26.6,.7,23.2,256.7
104,북강릉,2015-11,9.2,20.6,-2.9,394.5,92.7
104,북강릉,2015-12,4.4,15.7,-5.4,6.9,166.4
104,북강릉,2016-01,.1,12.7,-15.2,24.7,228.9
104,북강릉,2016-02,1.6,9.7,-6.7,45.7,205.4
104,북강릉,2016-03,7.2,21.2,-7.2,29.6,191.4
104,북강릉,2016-04,13.5,28,3.7,70.4,222.6
104,북강릉,2016-05,18.2,28.9,8,34.1,275.9
104,북강릉,2016-06,20.8,32,12.5,64.4,182.2
104,북강릉,2016-07,23.1,33.8,17.1,377.1,118.8
104,북강릉,2016-08,24.9,34.9,15.1,259.4,222.3
104,북강릉,2016-09,20,30.2,13.5,93.8,103.3
104,북강릉,2016-10,14.9,24.9,3.4,82.2,134.5
104,북강릉,2016-11,8.6,21.9,-3,32.6,175.2
104,북강릉,2016-12,4.5,15.2,-6.9,90.2,170.9
104,북강릉,2017-01,1.2,12,-10.7,60.7,217.6
104,북강릉,2017-02,3.2,14.8,-7.1,2.6,208.6
104,북강릉,2017-03,6.7,17.2,-3.2,42.4,187.4
104,북강릉,2017-04,14.5,30.5,2.1,42.2,259.1
104,북강릉,2017-05,19.1,33.6,8.5,25.2,273.9
104,북강릉,2017-06,19.8,30.7,9.7,26,251.7
104,북강릉,2017-07,25.4,33.9,19,243.6,162.5
104,북강릉,2017-08,23.1,31.4,16,506.3,112
104,북강릉,2017-09,20.1,29,11.8,51.9,245.7
104,북강릉,2017-10,14.4,23.9,5.3,133.5,141.2
104,북강릉,2017-11,8,20.1,-3.5,30.6,216.4
104,북강릉,2017-12,1.1,11.7,-9.7,7.4,229.7
104,북강릉,2018-01,-.8,13.1,-15.9,2.8,218.5
104,북강릉,2018-02,.1,10.4,-12.7,43.5,217.7
104,북강릉,2018-03,8.2,24.6,-4.6,72.3,201.3
104,북강릉,2018-04,13.4,31.8,.6,151.8,227
104,북강릉,2018-05,16.2,29.7,4.3,133,201.5
104,북강릉,2018-06,21.6,33.6,12.6,44.7,230.2
104,북강릉,2018-07,25.1,34.6,15.3,204,227.5
104,북강릉,2018-08,24.9,37.1,17,432.2,164.3
104,북강릉,2018-09,19.2,29,11.1,171.7,168.5
104,북강릉,2018-10,13.2,24.3,1.1,232.5,226.5
104,북강릉,2018-11,9.2,19.7,-3.3,43.2,171.7
104,북강릉,2018-12,2.1,14,-11.3,16.4,206.9
104,북강릉,2019-01,2,12.6,-7.6,17.6,232.4
104,북강릉,2019-02,3,15.5,-7.4,13.7,211.4
104,북강릉,2019-03,8.1,20.8,-1.7,39.3,226
104,북강릉,2019-04,11.6,24.8,1.1,77.5,220.9
104,북강릉,2019-05,19.7,33.5,6.8,2.6,298.4
104,북강릉,2019-06,19.8,31.9,11.6,122.4,221.1
104,북강릉,2019-07,24.3,34.5,17.2,251,191.9
104,북강릉,2019-08,24.8,32.8,17.9,260.4,214.1
104,북강릉,2019-09,20.3,31.2,12,219.6,118.6
104,북강릉,2019-10,15.5,23.3,6.4,432.1,149.9
104,북강릉,2019-11,9.3,22,-2.2,127,180.4
104,북강릉,2019-12,4.5,15.8,-6.1,6.5,193.1
104,북강릉,2020-01,3.5,10.6,-5.6,102.7,159.2
104,북강릉,2020-02,4.1,16.6,-8,70.7,200.1
104,북강릉,2020-03,8,19.4,-1.6,48.8,258.3
104,북강릉,2020-04,10.8,25.8,.3,68.5,254.9
104,북강릉,2020-05,17,32.2,7.2,111.5,233.1
104,북강릉,2020-06,22.2,33.2,13.5,244.4,232.4
104,북강릉,2020-07,21,31.7,13.9,435.7,146.1
104,북강릉,2020-08,25.4,35.2,18.9,171.1,134.2
104,북강릉,2020-09,19.4,29,10.5,541.7,157
104,북강릉,2020-10,13.7,25.4,3.6,.2,217.1
104,북강릉,2020-11,9.9,24.7,-4,5.8,204.2
104,북강릉,2020-12,1.7,11.8,-11.7,.6,225.9
104,북강릉,2021-01,-.6,13.7,-16.9,13,205.4
104,북강릉,2021-02,3.8,18.5,-10.9,5.6,213.5
104,북강릉,2021-03,8.3,18.9,-4.3,115.7,210.4
104,북강릉,2021-04,12.4,24.2,1.3,115,237
104,북강릉,2021-05,16.4,28.8,7.3,157.6,229
104,북강릉,2021-06,20.1,29.7,11.7,30.4,181.7
104,북강릉,2021-07,24.5,32,17.4,146,255.7
104,북강릉,2021-08,23.5,34.1,16,479.1,106.5
104,북강릉,2021-09,20,27.5,14.3,128.7,170.2
105,강릉,2014-01,2.3,13.9,-6.7,45.6,183.3
105,강릉,2014-02,1.3,15.3,-7,169.4,107.9
105,강릉,2014-03,8.3,26.8,-5.8,55.3,192.9
105,강릉,2014-04,14.1,27.8,1.3,189.3,190.7
105,강릉,2014-05,20,33.8,8.3,9.9,259
105,강릉,2014-06,20.9,35.4,13.8,55.7,122.5
105,강릉,2014-07,26.1,36.1,17.7,109.5,220.7
105,강릉,2014-08,23.7,33.3,15.7,336.9,123.9
105,강릉,2014-09,20.9,31,13.4,212.1,189.9
105,강릉,2014-10,15.9,26,7.8,120.2,206.1
105,강릉,2014-11,10.5,19.8,-1.5,84.5,173.5
105,강릉,2014-12,1.1,11.1,-10,.4,227.9
105,강릉,2015-01,2.2,13.3,-8.1,20.4,185.5
105,강릉,2015-02,3.1,14.1,-9.7,13.1,186.3
105,강릉,2015-03,8.2,22.9,-5.3,22.1,277.1
105,강릉,2015-04,12.1,30.6,2.1,76.8,188.8
105,강릉,2015-05,20,33.9,7.5,3.1,288.3
105,강릉,2015-06,21,32.6,13,175,184
105,강릉,2015-07,23.8,36.8,15.1,62.9,173.7
105,강릉,2015-08,25.8,36.8,17.4,224.8,235.7
105,강릉,2015-09,20.2,28.6,13.7,70,206.3
105,강릉,2015-10,16,27.5,3,21,255.4
105,강릉,2015-11,9.9,21.4,-1.3,348.9,97.7
105,강릉,2015-12,4.9,15.2,-3.6,9.3,174.2
105,강릉,2016-01,.4,13.8,-14.7,27.4,232.8
105,강릉,2016-02,1.9,10.2,-6,48.5,213.9
105,강릉,2016-03,7.9,22.3,-5.3,29.3,207
105,강릉,2016-04,14.1,28.3,4,73,237.6
105,강릉,2016-05,19.3,30.5,8.6,33.6,285.9
105,강릉,2016-06,21.9,31.5,13.9,40.7,205.1
105,강릉,2016-07,24.1,35.1,17.5,424.2,141.2
105,강릉,2016-08,25.8,35.5,15.1,282.6,235.5
105,강릉,2016-09,20.6,30.9,12.6,104.8,125.4
105,강릉,2016-10,15.6,26.2,4.7,78.1,151.3
105,강릉,2016-11,9.1,22.1,-.8,33.5,189.8
105,강릉,2016-12,5,15.5,-5.6,82.5,183.9
105,강릉,2017-01,1.5,12.3,-9.6,48.5,229.8
105,강릉,2017-02,3.5,15.5,-6.9,3.5,220
105,강릉,2017-03,7.1,17.4,-2.9,48.5,202.7
105,강릉,2017-04,15.4,30.4,3.2,39.8,264.6
105,강릉,2017-05,20.3,33.2,8.7,25,277.9
105,강릉,2017-06,21.2,33,11.4,27.2,250.9
105,강릉,2017-07,26.8,37.1,20,238.1,179.2
105,강릉,2017-08,24.3,32.9,17.3,444.1,139.9
105,강릉,2017-09,21.3,30.5,12.4,45.7,249.2
105,강릉,2017-10,15.2,24.7,5.7,114.5,152.6
105,강릉,2017-11,9,21.3,-2.7,41.5,227.4
105,강릉,2017-12,1.5,12.4,-8.8,5.5,241.8
105,강릉,2018-01,-.2,12.5,-14.2,2.5,225.5
105,강릉,2018-02,.5,11.2,-10.7,52,224.2
105,강릉,2018-03,9.2,25.8,-3,94,210.9
105,강릉,2018-04,14.5,32.3,1.5,151.4,242.6
105,강릉,2018-05,17.3,32.1,5.2,162.9,208.6
105,강릉,2018-06,23.2,34.5,13.5,38.6,235.5
105,강릉,2018-07,26.8,37.2,15.9,195.5,231.7
105,강릉,2018-08,26.2,38.2,18.2,419.1,182.9
105,강릉,2018-09,20,29.1,12.1,161.2,178.6
105,강릉,2018-10,14.1,25.9,4.3,248,238.7
105,강릉,2018-11,10,21.6,0,51.3,185.5
105,강릉,2018-12,2.7,14.9,-9.9,22.9,217.8
105,강릉,2019-01,2.8,13.7,-6.2,16.6,240.6
105,강릉,2019-02,3.8,16.5,-5,17.7,219.1
105,강릉,2019-03,8.9,22.4,0,49.6,237.7
105,강릉,2019-04,12.6,25.1,1.8,85.5,223.9
105,강릉,2019-05,21,34.8,8.9,4.5,296
105,강릉,2019-06,21.4,34.1,11.9,132.2,225.7
105,강릉,2019-07,25.8,35.4,18,220.8,202.1
105,강릉,2019-08,26.5,36.4,20.4,264.5,226
105,강릉,2019-09,21.5,33.4,13.8,233.3,146.8
105,강릉,2019-10,16.6,25.1,8.6,536,164.3
105,강릉,2019-11,10.2,23.8,.6,104.7,190
105,강릉,2019-12,5.3,16.5,-5.6,5.1,187.6
105,강릉,2020-01,4.4,12.5,-3,107.5,156.4
105,강릉,2020-02,5,16.7,-7.1,77.5,196.1
105,강릉,2020-03,8.7,21.7,-.3,47.1,251.2
105,강릉,2020-04,11.8,26.8,1.4,65.6,229.5
105,강릉,2020-05,18.3,32.5,8.3,95.5,207.4
105,강릉,2020-06,24.1,34.5,15.2,270.4,212.7
105,강릉,2020-07,22.4,33.4,14.8,375.9,125.9
105,강릉,2020-08,27,36.5,20.2,150.4,113.3
105,강릉,2020-09,20.6,29.7,11.5,613.8,139.5
105,강릉,2020-10,15.1,26.6,6.4,.6,203.3
105,강릉,2020-11,11,25.5,-.1,7.7,194.9
105,강릉,2020-12,3,14.3,-10.3,.9,218.1
105,강릉,2021-01,.6,15.4,-15.1,11.4,200.2
105,강릉,2021-02,4.9,20.7,-8.9,5.1,203.4
105,강릉,2021-03,9.7,21.1,-3.4,122,201
105,강릉,2021-04,13.8,25.1,2.2,108.1,217.6
105,강릉,2021-05,17.9,30.9,8.4,157.5,205.4
105,강릉,2021-06,22,30.3,13.9,32.5,159.1
105,강릉,2021-07,26.7,35.6,18.9,142.2,214.7
105,강릉,2021-08,25.5,36.5,18.4,438.1,72.9
105,강릉,2021-09,21.7,29.6,15.8,111.6,134.2
106,동해,2014-01,2.5,14.6,-6.6,63,200.2
106,동해,2014-02,1.8,12.4,-6.4,147.4,111.2
106,동해,2014-03,8.2,26.3,-4.8,47.6,195.9
106,동해,2014-04,13.2,26.5,1.1,247.5,212.7
106,동해,2014-05,18.7,32.7,8,7,287.4
106,동해,2014-06,20,34.3,14.3,48.9,139.7
106,동해,2014-07,24.6,32.5,17.4,66.2,211.5
106,동해,2014-08,22.8,32.4,14.9,382.4,113.4
106,동해,2014-09,20.5,29.3,13,149.2,205.5
